id,name,full_name,description,category,website,phone,email,address,working_hours,services,is_digital_enabled,social_media,created_at,updated_at
550e8400-e29b-41d4-a716-446655440012,Ministerio de Relaciones Exteriores -MINEX-,Ministerio de Relaciones Exteriores,"Es el ente encargado de la formulación de las políticas y aplicación del régimen jurídico a las relaciones internacionales del Estado de Guatemala con otros Estados, siendo dependencia del Organismo Ejecutivo",,https://www.minex.gob.gt/,24100000,,"2a Av. 4-17 zona 10, Ciudad de Guatemala",8:00 hrs a 16:00 hrs,"Es la institución del Estado a quien le corresponde bajo la dirección del Presidente de la República, la formulación de las políticas y la aplicación del régimen jurídico relativo a las relaciones del Estado de Guatemala con otros Estados y personas o instituciones jurídicas de derecho internacional, así como la representación diplomática del Estado, la nacionalidad guatemalteca y los asuntos diplomáticos y consulares.",TRUE,https://www.facebook.com/minex.guatemala.9,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440013,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Ministerio de Salud Pública y Asistencia Social,"Insitución encargada formular las políticas y hacer cumplir la salud preventiva y curativa y a las acciones de protección, promoción, recuperación y rehabilitación de la salud física y mental de los habitantes del país y a la preservación higiénica de medio ambiente",,https://www.mspas.gob.gt/index.php/servicios,2444 7474,,"6ta. Av. 3-45 zona 11, Guatemala",8:00 hrs a 17:00 hrs,"Ejercer la rectoría del Sector Salud con la participación social, para proveer servicios de atención integral a la población, con equidad y calidad mediante el funcionamiento de redes integradas de salud en sus tres niveles, con el uso eficiente y transparente de los recursos, para garantizar el derecho a la salud.",TRUE,https://www.facebook.com/MinisteriodeSaludPublicayAsistenciaSocial/,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440014,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Ministerio de Trabajo y Previsión Social,"Insitución que constituye la planificación, orientación, dirección y ejecución de la política laboral del país, con la colaboración de los distin­tos servicios y funcionarios de la rama administrativa de tra­bajo.",,https://www.mintrabajo.gob.gt/,24222501,,7 avenida 3-33 Zona 9 - Edificio Torre Empresarial,9:00 hrs a 17:00 hrs,"Ser un Ministerio Fortalecido, competente, moderno y confiable que promueva la cultura de respeto a la legislación laboral y el bienestar de la sociedad.",TRUE,https://www.facebook.com/Mintrabajoguatemala/,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440015,SGP,Secretaría General de la Presidencia,Es el órgano responsable del apoyo jurídico y administrativo de carácter inmediato y constante del Presidente de la República.,,https://sgp.gob.gt/,23184600,libreacceso@sgp.gob.gt,"6av. 5-34 zona 1, Guatemala, Guatemala.",9:00 hrs a 17:00 hrs,"Somos un equipo de ciudadanos competentes y comprometidos, que brinda – el apoyo Jurídico y Administrativo al Despacho de la Presidencia de la República de Guatemala.",TRUE,https://www.facebook.com/Secretar%C3%ADa-General-de-la-Presidencia-de-la-Rep%C3%BAblica-de-Guatemala-349783331764602/,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440016,SPP,Secretaría Privada de la Presidencia,"Órgano que sirve de enlace en los asuntos que se dirijan al Presidente de la República de Guatemala, orientándolos conforme a su naturaleza, hacia distintas dependencias del Estado, cuya competencia les permite conocer los mismos.",,http://www.secretariaprivada.gob.gt/index.html,25026363,Informacion@secretariaprivada.gob.gt,6ta avenida 4-46 zona 1,9:00 hrs a 17:30 hrs,"Somos la institución pública de apoyo directo a las funciones del Presidente Constitucional de la República, a través de la asistencia en asuntos privados y oficiales, los cuales trabajamos con eficiencia, discrecionalidad, transparencia, innovación, dinamismo y comunicación fluída, para la oportuna y precisa atención a los planteamientos presentados por la población y diversas instancias.",TRUE,,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440017,SCEP,Secretaría de Coordinación Ejecutiva de la Presidencia,"Entidad pública comprometida con el desarrollo nacional, responsable de colaborar con el Presidente de la República en la coordinación, dirección y fortalecimiento del Sistema de Consejos de Desarrollo; y de la Descentralización del Organismo Ejecutivo, por medio de estrategias y métodos de trabajo para el cumplimento de sus objetivos.",,https://www.scep.gob.gt/,2210 4141,info@scep.gob.gt,"5ta. Avenida 6-06 Zona 1, Edificio IPM, 3er. y 4to. nivel Guatemala",7:00 hrs a 15:30 hrs,"Colaborar con el Presidente de la República de manera eficiente, eficaz y transparente en la coordinación del Sistema de Consejos de Desarrollo, la Descentralización del Organismo Ejecutivo y los mandatos Presidenciales, así como el seguimiento a las políticas públicas de desarrollo urbano y rural.",TRUE,https://www.facebook.com/secretariaejecutiva.scep,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440018,SCSPR,Secretaría de Comunicación Social de la Presidencia,"Órgano que tiene la función de servir como vínculo de información con los medios de comunicación social, y de formular, coordinar y ejecutar la política de comunicación del Gobierno de la República.",,https://www.scspr.gob.gt/,2339 2501,,"6 Avenida y 6 Calle - Palacio Nacional de Ia Cultura, Patio de Ia Paz, 1",9:00 hrs a 17:30 hrs,,TRUE,https://www.facebook.com/scsprgt/,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440019,SIE,Secretaría de Inteligencia Estratégica del Estado,"Institución responsable de producir inteligencia en los campos estratégicos, respetando el ámbito de competencia de las demás instituciones del Sistema Nacional de Inteligencia.",,https://www.sie.gob.gt/portal/,22227500,contactos@sie.gob.gt,"7a. Ave. 3-54, Zona 1 Ciudad de Guatemala",8:00 hrs a 16:30 hrs,"Somos la institución civil responsable de producir inteligencia estratégica, para identificar y prevenir riesgos, amenazas y vulnerabilidades que afecten la consecución de los objetivos nacionales.",TRUE,https://www.facebook.com/sie.gob.gt/,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440020,SEGEPLAN,Secretaría de Planificación y Programación de la Presidencia,"Ente de planificación del Estado, que asesora y asiste técnicamente a las instituciones públicas y al Sistema de Consejos de Desarrollo, para vincular los procesos de políticas públicas, planificación y programación con el Plan y la Política Nacional de Desarrollo, así como de su debido seguimiento y evaluación.",,https://www.segeplan.gob.gt/nportal/,2504 4444,,"9a. calle 10-44 zona 1, Guatemala, Guatemala.",,,TRUE,https://www.facebook.com/SegeplanGT/,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440021,SAAS,Secretaría de Asuntos Administrativos y de Seguridad de la Presidencia de la República,"Entidad permanente, con organización jerárquica y profesional, con especialidad en seguridad, y de naturaleza civil, cuyo régimen jurídico se determina su propia Ley Orgánica.",,https://www.saas.gob.gt/,23276000,reclutamiento@saas.gob.gt,"6 AV. ""A"" 4-18 ZONA 1 CALLEJÓN ""DEL MANCHEN""",--,"Resguardar la legitimidad e institucionalidad democráticas del Estado de Guatemala, representadas por la Presidencia de la República, garantizando permanentemente la seguridad y el apoyo logístico y administrativo al Presidente y al Vicepresidente de la República y sus respectivas familias y la seguridad a los Ex presidentes y Ex vicepresidentes de la República.",TRUE,,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440022,SEPAZ,Secretaría de la Paz de la Presidencia de la República,"Entidad desde su creación tiene como responsabilidad el apoyo, asesoría y coordinación para el cumplimiento de los compromisos gubernamentales de los Acuerdos de Paz de la Presidencia de la República.",,https://sepaz.gob.gt/,23224500,sepaz@sepaz.gob.gt,"17 Calle 8-36 zona 1, Ciudad de Guatemala",8:30 hrs a 16:30 hrs,"Somos la institución que coordina, asesora e incide en la formulación de políticas, planes y proyectos de la institucionalidad del Estado para el cumplimiento de los compromisos de los Acuerdos de Paz.",TRUE,https://www.facebook.com/sepazgt,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440023,SBS,Secretaría de Bienestar Social de la Presidencia,"Órgano administrativo que tiene a su cargo la formulación, coordinación y ejecución de las Políticas Públicas de Protección Integral de la Niñez y Adolescencia guatemalteca, contribuyendo al bienestar familiar y comunitario.",,https://www.sbs.gob.gt/,24143535,,32 calle 9-34 zona 11 las Charcas,8:00 hrs a 16:30 hrs,"Somos una institución especializada en la atención a la niñez y adolescencia vulnerada y amenazada en sus derechos, mediante programas y servicios de prevención, protección  integral, reinserción y resocialización a nivel nacional con equidad e igualdad.",TRUE,https://www.facebook.com/somossbs/,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440024,SEPREM,Secretaría Presidencial de la Mujer,Entidad asesora y coordinadora de políticas públicas para promover el desarrollo integral de las mujeres guatemaltecas y el fomento de una cultura democrática.,,https://seprem.gob.gt/,22079400,informacion@seprem.gob.gt,"4a. Calle 7-37 zona 1, Ciudad de Guatemala"," 8:00 a 16:30 hrs

","Institución gubernamental responsable de asesorar y coordinar acciones de
política pública para institucionalizar en el Estado, la equidad entre hombres y
mujeres.",TRUE,https://www.facebook.com/SEPREM/,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440025,SAA,Secretaría de Asuntos Agrarios de la Presidencia de la República,"Entidad que define y conduce estrategias que faciliten la resolución de conflictos derivados de la propiedad, posesión o tenencia de la tierra, por la vía del diálogo, negociación y arbitraje.",,http://portal.saa.gob.gt/,23121200,info@saa.gob.gt,"Avenida La Reforma 8-50, Guatemala",08:00 AM a 16:30 hrs,"Somos la institución del Organismo Ejecutivo rectora del tema agrario. Con énfasis en la articulación de la política agraria, así como la resolución y transformación de conflictos relativos a la tierra; contribuyendo con ello al desarrollo rural integral con pertinencia cultural y equidad de género.",TRUE,https://www.facebook.com/SecretariaSAA/,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440026,SESAN,Secretaría de Seguridad Alimentaria y Nutricional,"órgano de coordinación del SINASAN, tiene la responsabilidad como dicho órgano, de concertar la operación interministerial del Plan Estratégico de Seguridad Alimentaria y Nutricional. Asimismo tiene que organizar aquellos programas y proyectos que realizan otras instituciones gubernamentales en dicha materia. La SESAN obedece y ejecuta las directrices y  lineamientos trazados por el Consejo Nacional de Seguridad Alimentaria y Nutricional (CONASAN), también tiene la demanda de presentar las políticas concernientes a su materia a dicho rector del SINASAN, para su aprobación.",,http://www.sesan.gob.gt/,24111900,,"8A Avenida 13-06, Zona 1",8:00 a 16:30 hrs,"Ser  la institución responsable de la  coordinación, integración y monitoreo de intervenciones de seguridad alimentaria y nutricional entre sector público, sociedad y organismos de cooperación internacional para optimizar los esfuerzos y recursos, con el fin de lograr un mayor impacto en el país.",TRUE,https://www.facebook.com/Sesangt/,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440027,SENACYT,Secretaría Nacional de Ciencia y Tecnología,Órgano que constituye el marco general para la orientación de las actividades científicas y tecnológicas en la República de Guatemala.,,https://www.senacyt.gob.gt/portal/,23172600,infosenacyt@senacyt.gob.gt,"3av. 13-28 Zona 1,",8:00 a 16:30 hrs,,TRUE,https://www.facebook.com/senacyt/,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440028,SOSEP,Secretaría de Obras Sociales de la Esposa del Presidente de la República,"Organismo encargado de impulsar e implementar programas de carácter social que beneficien a los niños, las niñas, las familias y la comunidad en general.",,http://www.sosep.gob.gt/,23276000,uip@sosep.gob.gt,"6TA. AVENIDA 4-65 ZONA 1, PUERTA NO. 1 CASA PRESIDENCIAL GUATEMALA",8:00 a 16:30 hrs,"Contribuir a desarrollo integral de las familias en condición de pobreza y pobreza extrema, especialmente del área rural, mediante la implementación de acciones en salud, educación, promoción del desarrollo económico comunitario y seguridad alimentaria y nutricional, para lograr una nueva generación de guatemaltecas y guatemaltecos sanos, con mayores oportunidades para alcanzar mejor calidad de vida.",TRUE,https://www.facebook.com/sosepguatemala,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440029,SENABED,Secretaría Nacional de Administración de Bienes en Extinción,"Entidad guatemalteca adscrita y dependiente de la Vicepresidencia de la República, la cual vela por la correcta administración de todos los bienes que tenga bajo su responsabilidad y los declarados en extinción del dominio en aplicación con el Decreto 55-2010 del Congreso de la República, Ley de Extinción de Dominio.",,https://www.senabed.gob.gt/,24950600,,"Diagonal 6, 10-26 Zona 10",8:00 a 16:30 hrs,"Administrar los bienes de interés económico para el Estado, sujetos a la acción de extinción de dominio y los declarados en extinción de dominio por los órganos jurisdiccionales competentes.",TRUE,https://www.facebook.com/senabedguatemala/,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
550e8400-e29b-41d4-a716-446655440030,SVET,Secretaría contra la Violencia sexual Explotación y Trata de Personas,"Institución referente en la reducción de los delitos contra la violencia sexual, explotación y trata de personas. Ente rector, articulador y asesor en Guatemala para la prevención, atención, persecución y sanción de los delitos de violencia sexual, explotación y trata de personas.",,http://www.svet.gob.gt/,25048888,svet@vicepresidencia.gob.gt,"4a. Calle 5-51, zona 1",8:00 a 16:30 hrs,"Somos el ente rector, articulador y asesor en Guatemala para la prevención, atención persecución y sanación de los delitos de violencia sexual, explotación y trata de personas.",TRUE,https://www.facebook.com/secretariasvet/,2025-09-12 03:14:29.037614+00,2025-09-12 03:14:29.037614+00
